date,nav,units,fund_value,cash,total_value,total_cost,unrealized_pnl,unrealized_pnl_pct,buy_cash,sell_cash,buy_units,sell_units,note
2020-08-12,1.6336,1405.3018,2295.70,3991.08,6286.79,2200.00,4086.79,1.8576,0.00,0.00,0.0000,0.0000,
2020-08-13,1.6388,1405.3018,2303.01,3991.08,6294.09,2200.00,4094.09,1.8610,0.00,0.00,0.0000,0.0000,
2020-08-14,1.6594,1405.3018,2331.96,3991.08,6323.04,2200.00,4123.04,1.8741,0.00,0.00,0.0000,0.0000,
2020-08-17,1.6733,1405.3018,2351.49,3991.08,6342.58,2200.00,4142.58,1.8830,0.00,0.00,0.0000,0.0000,
2020-08-18,1.6849,1405.3018,2367.79,3991.08,6358.88,2200.00,4158.88,1.8904,0.00,0.00,0.0000,0.0000,
2020-08-19,1.6519,1405.3018,2321.42,3991.08,6312.50,2200.00,4112.50,1.8693,0.00,0.00,0.0000,0.0000,
2020-08-20,1.6300,1405.3018,2290.64,3991.08,6281.73,2200.00,4081.73,1.8553,0.00,0.00,0.0000,0.0000,
2020-08-21,1.6519,1405.3018,2321.42,3991.08,6312.50,2200.00,4112.50,1.8693,0.00,0.00,0.0000,0.0000,
2020-08-24,1.6952,1405.3018,2382.27,3991.08,6373.35,2200.00,4173.35,1.8970,0.00,0.00,0.0000,0.0000,
2020-08-25,1.6900,1405.3018,2374.96,3991.08,6366.04,2200.00,4166.04,1.8937,0.00,0.00,0.0000,0.0000,
2020-08-26,1.6800,1405.3018,2360.91,3991.08,6351.99,2200.00,4151.99,1.8873,0.00,0.00,0.0000,0.0000,
2020-08-27,1.7093,1405.3018,2402.08,3991.08,6393.17,2200.00,4193.17,1.9060,0.00,0.00,0.0000,0.0000,
2020-08-28,1.7508,1256.5684,2200.00,4250.18,6450.18,2200.00,4250.18,1.9319,0.00,259.10,0.0000,148.7334,止盈10%：未实现收益率 11.84%，卖出盈利对应份额 148.73 份（不动本金）
2020-08-31,1.7333,1256.5684,2178.01,4250.18,6428.19,2200.00,4228.19,1.9219,0.00,0.00,0.0000,0.0000,
2020-09-01,1.7556,1256.5684,2206.03,4750.18,6956.22,2200.00,4756.22,2.1619,0.00,0.00,0.0000,0.0000,新月份 2020-9：现金流入 500 元（进入现金池，等待策略使用）
2020-09-02,1.7534,1256.5684,2203.27,4750.18,6953.45,2200.00,4753.45,2.1607,0.00,0.00,0.0000,0.0000,
2020-09-03,1.7485,1256.5684,2197.11,4750.18,6947.29,2200.00,4747.29,2.1579,0.00,0.00,0.0000,0.0000,
2020-09-04,1.7339,1256.5684,2178.76,4750.18,6928.95,2200.00,4728.95,2.1495,0.00,0.00,0.0000,0.0000,
2020-09-07,1.6779,1256.5684,2108.40,4750.18,6858.58,2200.00,4658.58,2.1175,0.00,0.00,0.0000,0.0000,
2020-09-08,1.6816,1256.5684,2113.05,4750.18,6863.23,2200.00,4663.23,2.1196,0.00,0.00,0.0000,0.0000,
2020-09-09,1.6315,1256.5684,2050.09,4750.18,6800.28,2200.00,4600.28,2.0910,0.00,0.00,0.0000,0.0000,
2020-09-10,1.6337,1256.5684,2052.86,4750.18,6803.04,2200.00,4603.04,2.0923,0.00,0.00,0.0000,0.0000,
2020-09-11,1.6731,1256.5684,2102.36,4750.18,6852.55,2200.00,4652.55,2.1148,0.00,0.00,0.0000,0.0000,
2020-09-14,1.6894,1256.5684,2122.85,4750.18,6873.03,2200.00,4673.03,2.1241,0.00,0.00,0.0000,0.0000,
2020-09-15,1.7072,1256.5684,2145.21,4750.18,6895.40,2200.00,4695.40,2.1343,0.00,0.00,0.0000,0.0000,
2020-09-16,1.7032,1256.5684,2140.19,4750.18,6890.37,2200.00,4690.37,2.1320,0.00,0.00,0.0000,0.0000,
2020-09-17,1.7208,1256.5684,2162.30,4750.18,6912.49,2200.00,4712.49,2.1420,0.00,0.00,0.0000,0.0000,
2020-09-18,1.7324,1256.5684,2176.88,4750.18,6927.06,2200.00,4727.06,2.1487,0.00,0.00,0.0000,0.0000,
2020-09-21,1.7162,1256.5684,2156.52,4750.18,6906.71,2200.00,4706.71,2.1394,0.00,0.00,0.0000,0.0000,
2020-09-22,1.6965,1256.5684,2131.77,4750.18,6881.95,2200.00,4681.95,2.1282,0.00,0.00,0.0000,0.0000,
2020-09-23,1.7226,1256.5684,2164.56,4750.18,6914.75,2200.00,4714.75,2.1431,0.00,0.00,0.0000,0.0000,
2020-09-24,1.6781,1256.5684,2108.65,4750.18,6858.83,2200.00,4658.83,2.1177,0.00,0.00,0.0000,0.0000,
2020-09-25,1.6785,1256.5684,2109.15,4750.18,6859.33,2200.00,4659.33,2.1179,0.00,0.00,0.0000,0.0000,
2020-09-28,1.6771,1256.5684,2107.39,4750.18,6857.58,2200.00,4657.58,2.1171,0.00,0.00,0.0000,0.0000,
2020-09-29,1.6888,1256.5684,2122.09,4750.18,6872.28,2200.00,4672.28,2.1238,0.00,0.00,0.0000,0.0000,
2020-09-30,1.6955,1256.5684,2130.51,4750.18,6880.70,2200.00,4680.70,2.1276,0.00,0.00,0.0000,0.0000,
2020-10-09,1.7478,1256.5684,2196.23,5250.18,7446.41,2200.00,5246.41,2.3847,0.00,0.00,0.0000,0.0000,新月份 2020-10：现金流入 500 元（进入现金池，等待策略使用）
2020-10-12,1.7950,1256.5684,2255.54,5250.18,7505.72,2200.00,5305.72,2.4117,0.00,0.00,0.0000,0.0000,
