date,nav,units,fund_value,cash,total_value,total_cost,unrealized_pnl,unrealized_pnl_pct,buy_cash,sell_cash,buy_units,sell_units,note
2021-09-08,1.9966,3205.9312,6400.96,0.00,6400.96,6500.00,-99.04,-0.0152,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-09,1.9703,3205.9312,6316.65,0.00,6316.65,6500.00,-183.35,-0.0282,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-10,1.9991,3205.9312,6408.98,0.00,6408.98,6500.00,-91.02,-0.0140,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-13,1.9877,3205.9312,6372.43,0.00,6372.43,6500.00,-127.57,-0.0196,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-14,1.9626,3205.9312,6291.96,0.00,6291.96,6500.00,-208.04,-0.0320,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-15,1.9633,3205.9312,6294.20,0.00,6294.20,6500.00,-205.80,-0.0317,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-16,1.9270,3205.9312,6177.83,0.00,6177.83,6500.00,-322.17,-0.0496,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-17,1.9465,3205.9312,6240.35,0.00,6240.35,6500.00,-259.65,-0.0399,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-22,1.9365,3205.9312,6208.29,0.00,6208.29,6500.00,-291.71,-0.0449,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-23,1.9322,3205.9312,6194.50,0.00,6194.50,6500.00,-305.50,-0.0470,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-24,1.9250,3205.9312,6171.42,0.00,6171.42,6500.00,-328.58,-0.0506,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-27,1.9268,3205.9312,6177.19,0.00,6177.19,6500.00,-322.81,-0.0497,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-28,1.9405,3205.9312,6221.11,0.00,6221.11,6500.00,-278.89,-0.0429,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-29,1.9209,3205.9312,6158.27,0.00,6158.27,6500.00,-341.73,-0.0526,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-09-30,1.9407,3205.9312,6221.75,0.00,6221.75,6500.00,-278.25,-0.0428,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-08,1.9721,3459.1642,6821.82,0.00,6821.82,7000.00,-178.18,-0.0255,500.00,0.00,253.2330,0.0000,"[定投日] NAV=1.9721, MA250=2.0585, 偏离度=-4.20%, 原始因子=1.08, 生效因子=1.08；计划买入 541.96 元，实际买入 500.00 元，资金池剩余 0.00 元"
2021-10-11,1.9678,3459.1642,6806.94,0.00,6806.94,7000.00,-193.06,-0.0276,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-12,1.9361,3459.1642,6697.29,0.00,6697.29,7000.00,-302.71,-0.0432,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-13,1.9591,3459.1642,6776.85,0.00,6776.85,7000.00,-223.15,-0.0319,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-14,1.9557,3459.1642,6765.09,0.00,6765.09,7000.00,-234.91,-0.0336,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-15,1.9679,3459.1642,6807.29,0.00,6807.29,7000.00,-192.71,-0.0275,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-18,1.9501,3459.1642,6745.72,0.00,6745.72,7000.00,-254.28,-0.0363,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-19,1.9731,3459.1642,6825.28,0.00,6825.28,7000.00,-174.72,-0.0250,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-20,1.9685,3459.1642,6809.36,0.00,6809.36,7000.00,-190.64,-0.0272,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-21,1.9700,3459.1642,6814.55,0.00,6814.55,7000.00,-185.45,-0.0265,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-22,1.9840,3459.1642,6862.98,0.00,6862.98,7000.00,-137.02,-0.0196,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-25,1.9776,3459.1642,6840.84,0.00,6840.84,7000.00,-159.16,-0.0227,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-26,1.9659,3459.1642,6800.37,0.00,6800.37,7000.00,-199.63,-0.0285,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-27,1.9545,3459.1642,6760.94,0.00,6760.94,7000.00,-239.06,-0.0342,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-28,1.9526,3459.1642,6754.36,0.00,6754.36,7000.00,-245.64,-0.0351,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-10-29,1.9843,3459.1642,6864.02,0.00,6864.02,7000.00,-135.98,-0.0194,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-11-01,2.0058,3708.1425,7437.79,0.00,7437.79,7500.00,-62.21,-0.0083,500.00,0.00,248.9783,0.0000,"[定投日] NAV=2.0058, MA250=2.0517, 偏离度=-2.24%, 原始因子=1.04, 生效因子=1.04；计划买入 522.37 元，实际买入 500.00 元，资金池剩余 0.00 元"
2021-11-02,1.9932,3708.1425,7391.07,0.00,7391.07,7500.00,-108.93,-0.0145,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-11-03,1.9933,3708.1425,7391.44,0.00,7391.44,7500.00,-108.56,-0.0145,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-11-04,2.0328,3708.1425,7537.91,0.00,7537.91,7500.00,37.91,0.0051,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-11-05,2.0210,3708.1425,7494.16,0.00,7494.16,7500.00,-5.84,-0.0008,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
2021-11-08,2.0130,3708.1425,7464.49,0.00,7464.49,7500.00,-35.51,-0.0047,0.00,0.00,0.0000,0.0000,现金为 0，今日不买入
