date,nav,units,fund_value,cash,total_value,total_cost,unrealized_pnl,unrealized_pnl_pct,buy_cash,sell_cash,buy_units,sell_units,note
2021-01-13,2.1507,1280.5047,2753.98,48.57,2802.55,2451.43,351.12,0.1432,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1507, MA250=1.9771, 偏离度=8.78%, 原始因子=0.82；估值未到低估区，不动用资金池"
2021-01-14,2.1102,1280.5047,2702.12,48.57,2750.69,2451.43,299.26,0.1221,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1102, MA250=1.9840, 偏离度=6.36%, 原始因子=0.87；估值未到低估区，不动用资金池"
2021-01-15,2.1132,1280.5047,2705.96,48.57,2754.53,2451.43,303.10,0.1236,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1132, MA250=1.9889, 偏离度=6.25%, 原始因子=0.87；估值未到低估区，不动用资金池"
2021-01-18,2.1386,1280.5047,2738.49,48.57,2787.06,2451.43,335.62,0.1369,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1386, MA250=1.9935, 偏离度=7.28%, 原始因子=0.85；估值未到低估区，不动用资金池"
2021-01-19,2.1105,1280.5047,2702.51,48.57,2751.07,2451.43,299.64,0.1222,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1105, MA250=1.9987, 偏离度=5.60%, 原始因子=0.89；估值未到低估区，不动用资金池"
2021-01-20,2.1314,1280.5047,2729.27,48.57,2777.84,2451.43,326.40,0.1331,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1314, MA250=2.0025, 偏离度=6.44%, 原始因子=0.87；估值未到低估区，不动用资金池"
2021-01-21,2.1714,1280.5047,2780.49,48.57,2829.06,2451.43,377.62,0.1540,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1714, MA250=2.0068, 偏离度=8.20%, 原始因子=0.84；估值未到低估区，不动用资金池"
2021-01-22,2.1867,1280.5047,2800.08,48.57,2848.65,2451.43,397.21,0.1620,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1867, MA250=2.0121, 偏离度=8.68%, 原始因子=0.83；估值未到低估区，不动用资金池"
2021-01-25,2.2068,1280.5047,2825.82,48.57,2874.39,2451.43,422.95,0.1725,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.2068, MA250=2.0176, 偏离度=9.38%, 原始因子=0.81；估值未到低估区，不动用资金池"
2021-01-26,2.1603,1280.5047,2766.27,48.57,2814.84,2451.43,363.41,0.1482,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1603, MA250=2.0233, 偏离度=6.77%, 原始因子=0.86；估值未到低估区，不动用资金池"
2021-01-27,2.1789,1280.5047,2790.09,48.57,2838.66,2451.43,387.23,0.1580,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1789, MA250=2.0273, 偏离度=7.48%, 原始因子=0.85；估值未到低估区，不动用资金池"
2021-01-28,2.1152,1280.5047,2708.52,48.57,2757.09,2451.43,305.66,0.1247,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1152, MA250=2.0317, 偏离度=4.11%, 原始因子=0.92；估值未到低估区，不动用资金池"
2021-01-29,2.1048,1280.5047,2695.21,48.57,2743.77,2451.43,292.34,0.1193,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1048, MA250=2.0340, 偏离度=3.48%, 原始因子=0.93；估值未到低估区，不动用资金池"
2021-02-01,2.1503,1486.6524,3196.75,104.76,3301.50,2895.24,406.26,0.1403,443.81,0.00,206.1477,0.0000,"[定投日] NAV=2.1503, MA250=2.0359, 偏离度=5.62%, 原始因子=0.89, 生效因子=0.89；计划买入 443.81 元，实际买入 443.81 元，资金池剩余 104.76 元"
2021-02-02,2.1807,1486.6524,3241.94,104.76,3346.70,2895.24,451.46,0.1559,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1807, MA250=2.0389, 偏离度=6.95%, 原始因子=0.86；估值未到低估区，不动用资金池"
2021-02-03,2.1820,1486.6524,3243.88,104.76,3348.63,2895.24,453.39,0.1566,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1820, MA250=2.0426, 偏离度=6.83%, 原始因子=0.86；估值未到低估区，不动用资金池"
2021-02-04,2.1787,1486.6524,3238.97,104.76,3343.73,2895.24,448.48,0.1549,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1787, MA250=2.0460, 偏离度=6.48%, 原始因子=0.87；估值未到低估区，不动用资金池"
2021-02-05,2.1809,1486.6524,3242.24,104.76,3347.00,2895.24,451.75,0.1560,0.00,0.00,0.0000,0.0000,"[非定投日观望] NAV=2.1809, MA250=2.0493, 偏离度=6.42%, 原始因子=0.87；估值未到低估区，不动用资金池"
